idUser;idRequestToAssociate;reference;job;idCategory1;idCategory2;idManagerialLevel;description;numberVacancies;idContractWorkType;idWorkingHours;idWorkMethod;salaryMin;salaryMax;hideSalary;cep;vacancyLocationType;companyHidden;alternativeDescription;youtubeVideoUrl;idStudy1Min;idExperienceRange;ageMin;ageMax;idSex;deficiencyRequired;deficiencyInformation;cidRequired;deficiencies;changeResidenceAvailabilityRequired;travelAvailabilityRequired;vehicleRequired;licenseRequired;idLicenseList;studies;languages;benefits;skills;tags;publish
23921;81799;81799;VIGILANTE;83;429;2;;1;0;0;0;;;False;82860-090;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81800;81800;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81801;81801;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35197-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81802;81802;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39540-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81803;81803;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39860-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81806;81806;VIGILANTE;83;429;2;;1;0;0;0;;;False;13360-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81808;81808;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;36660-973;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81809;81809;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;36302-406;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81811;81811;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81812;81812;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;36520-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81815;81815;VIGILANTE;83;429;2;;1;0;0;0;;;False;13185-421;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81816;81816;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81817;81817;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35960-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81818;81818;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;39620-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81820;81820;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81821;81821;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;19970-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81822;81822;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81824;81824;VIGILANTE;83;429;2;;1;0;0;0;;;False;84064-598;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81827;81827;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;93310-003;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81828;81828;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;39528-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81831;81831;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;36200-126;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81832;81832;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81833;81833;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;39510-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;81835;81835;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;18800-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81836;81836;VIGILANTE;83;429;2;;1;0;0;0;;;False;84064-598;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81837;81837;VIGILANTE;83;429;2;;1;0;0;0;;;False;14070-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81839;81839;VIGILANTE;83;429;2;;1;0;0;0;;;False;84064-598;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81841;81841;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81842;81842;VIGILANTE;83;429;2;;1;0;0;0;;;False;79590-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81843;81843;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;37620-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81844;81844;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;79750-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81845;81845;VIGILANTE;83;429;2;;1;0;0;0;;;False;06700-057;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81846;81846;VIGILANTE;83;429;2;;1;0;0;0;;;False;91778-090;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81848;81848;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35429-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81849;81849;PORTEIRO;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81851;81851;CONTROLADOR DE ACESSO;83;429;2;;1;0;0;0;;;False;13900-029;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81852;81852;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39300-973;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81853;81853;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;39900-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81854;81854;VIGILANTE;83;429;2;;1;0;0;0;;;False;98801-150;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;81855;81855;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81857;81857;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;17010-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81858;81858;CONSULTOR DE NEGOCIOS;83;429;2;;1;0;0;0;;;False;91778-090;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;81859;81859;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
25097;81860;81860;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;81861;81861;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35170-122;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81862;81862;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;91778-090;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81863;81863;PORTEIRO;83;429;2;;1;0;0;0;;;False;89066-312;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81864;81864;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35430-300;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81865;81865;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;14780-719;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;81867;81867;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81868;81868;KEY ACCOUNT EXECUTIVE;83;429;2;;1;0;0;0;;;False;13010-002;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81870;81870;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;36900-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81871;81871;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81872;81872;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;37410-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81873;81873;AUXILIAR DE SERVICOS GERAIS;83;429;2;;1;0;0;0;;;False;30624-244;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81874;81874;AUXILIAR DE SERVICOS GERAIS;83;429;2;;1;0;0;0;;;False;79002-006;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81875;81875;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;37950-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;81876;81876;GERENTE OPERACIONAL;83;429;2;;1;0;0;0;;;False;23590-804;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;81877;81877;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;81878;81878;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39850-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81879;81879;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;36570-975;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81880;81880;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;75906-220;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81882;81882;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;72920-181;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81884;81884;SUPERVISOR VIGILANCIA;83;429;2;;1;0;0;0;;;False;01002-010;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81886;81886;VIGILANTE;83;429;2;;1;0;0;0;;;False;14160-230;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81887;81887;VIGILANTE;83;429;2;;1;0;0;0;;;False;14709-064;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81888;81888;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81890;81890;PORTEIRO;83;429;2;;1;0;0;0;;;False;79823-381;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81892;81892;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35160-164;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81893;81893;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35160-164;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81894;81894;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81896;81896;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;13188-262;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;81897;81897;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;78450-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81898;81898;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;78455-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81899;81899;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;38910-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81900;81900;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;36520-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81901;81901;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;39400-231;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81903;81903;BOMBEIRO CIVIL;83;429;2;;1;0;0;0;;;False;07242-160;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81904;81904;AUXILIAR JURIDICO;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81905;81905;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;78335-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81906;81906;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;37572-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81908;81908;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39665-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81910;81910;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81911;81911;VIGILANTE;83;429;2;;1;0;0;0;;;False;30110-022;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81912;81912;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39520-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81913;81913;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35502-122;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81914;81914;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;75800-300;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81915;81915;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;79965-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
25097;81916;81916;SUPERVISOR VIGILANCIA;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81917;81917;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;79960-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81918;81918;VIGILANTE;83;429;2;;1;0;0;0;;;False;13600-011;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81919;81919;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;78450-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81920;81920;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35900-445;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81921;81921;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81922;81922;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81924;81924;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;79740-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81925;81925;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35519-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;81927;81927;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81928;81928;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;78450-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81929;81929;VIGILANTE;83;429;2;;1;0;0;0;;;False;89882-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81930;81930;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;35588-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81934;81934;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81933;81933;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;38779-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;81935;81935;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81936;81936;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;39560-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81937;81937;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81938;81938;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;37660-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;81939;81939;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;76600-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81940;81940;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;39741-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
25097;81941;81941;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;78450-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81942;81942;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;37660-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81943;81943;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35180-703;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81944;81944;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;14070-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81946;81946;SUPERVISOR VIGILANCIA;83;429;2;;1;0;0;0;;;False;30110-022;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81947;81947;VIGILANTE;83;429;2;;1;0;0;0;;;False;37700-491;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81948;81948;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;38770-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81949;81949;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81950;81950;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;78088-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81951;81951;VIGILANTE;83;429;2;;1;0;0;0;;;False;89855-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81952;81952;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;78890-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81954;81954;ALMOXARIFE;83;429;2;;1;0;0;0;;;False;39803-245;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81956;81956;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
25097;81957;81957;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81958;81958;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;97541-460;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81959;81959;OPERADOR DE MONITORAMENTO;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81961;81961;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81962;81962;VIGILANTE;83;429;2;;1;0;0;0;;;False;89683-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81963;81963;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39780-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81964;81964;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;37640-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81965;81965;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;30110-022;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81966;81966;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81967;81967;AUXILIAR ADMINISTRATIVO;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;81968;81968;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;85863-390;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81969;81969;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81970;81970;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;36320-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81971;81971;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;95322-990;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81972;81972;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;99500-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81973;81973;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;99640-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;81974;81974;PORTEIRO;83;429;2;;1;0;0;0;;;False;14070-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;81975;81975;SUPERVISOR VIGILANCIA;83;429;2;;1;0;0;0;;;False;42701-660;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81976;81976;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81977;81977;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35514-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81978;81978;BOMBEIRO CIVIL;83;429;2;;1;0;0;0;;;False;07242-160;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;81979;81979;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;35600-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81980;81980;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;81981;81981;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35695-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81982;81982;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81983;81983;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;75906-220;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81984;81984;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;81985;81985;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;35460-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23926;81986;81986;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;81987;81987;VIGILANTE;83;429;2;;1;0;0;0;;;False;46730-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23922;81988;81988;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;81989;81989;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;99010-035;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;81990;81990;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;35900-445;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
