idRequest;idCompany;requestTitle;vacanciesCount;creationDate;closedDate;sentCandidatesCount;contractedCandidatesCount;idVacancyAssociated;approvedDate
81894;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:34:22.5934533;2022-11-01T10:57:28.949187;0;0;239815 ;2022-10-14T15:15:42.8397981
81896;1588;PORTEIRO FERISTA;1;2022-10-07T17:34:52.1081573;2023-07-06T15:30:07.2755185;1;1;236305 ;2022-10-07T17:34:52.4918481
81897;1588;VIGILANTE PARCIAL;1;2022-10-07T17:35:04.4556904;;0;0; ;2022-10-07T17:35:04.7159749
81898;1588;VIGILANTE PARCIAL;1;2022-10-07T17:35:10.6008553;2022-11-08T11:29:41.4759902;0;0;235841 ;2022-10-07T17:35:10.7796071
81899;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:35:14.115671;;0;0; ;2022-10-14T15:00:56.6828819
81900;1588;VIGILANTE PARCIAL;1;2022-10-07T17:35:21.9887035;;0;0; ;2022-10-07T17:35:22.3378258
81901;1588;VIGILANTE FERISTA;1;2022-10-07T17:35:25.8766188;2023-09-08T10:08:34.4214259;0;0;343701 ;2022-10-07T17:35:26.2035315
81903;1588;BOMBEIRO CIVIL;1;2022-10-07T17:35:46.0019076;;0;0; ;2022-10-07T17:35:46.2073259
81904;1588;AUXILIAR JURIDICO;1;2022-10-07T17:36:03.1975091;2022-10-26T17:23:10.6799009;0;0;236927 ;2022-10-07T17:36:03.6420519
81905;1588;VIGILANTE PARCIAL;1;2022-10-07T17:36:56.8183472;;0;0;236186 ;2022-10-07T17:36:57.2744268
81906;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:38:10.6083349;2022-11-14T16:36:26.4420072;0;0;251791 ;2022-10-14T15:12:07.2779994
81908;1588;VIGILANTE PARCIAL;1;2022-10-07T17:38:39.2980886;;0;0; ;2022-10-07T17:38:39.5788685
81910;1588;VIGILANTE;1;2022-10-07T17:39:10.8037251;2022-10-27T09:40:16.2451076;0;0;235848 ;2022-10-07T17:39:11.0796579
81911;1588;VIGILANTE;1;2022-10-07T17:39:15.6378817;2022-10-27T09:56:34.9962086;0;0;243298 ;2022-10-07T17:39:15.9942425
81912;1588;VIGILANTE PARCIAL;1;2022-10-07T17:41:02.6111858;;0;0;338678 ;2022-10-07T17:41:02.9670314
81913;1588;VIGILANTE FERISTA;1;2022-10-07T17:41:19.6161658;;0;0;334668 ;2022-10-07T17:41:19.9505018
81914;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:41:37.2844757;;0;0;239820 ;2022-10-14T15:02:12.5987744
81915;1588;VIGILANTE FERISTA;1;2022-10-07T17:41:40.0154479;2022-12-06T10:47:23.7893084;0;0;236377 ;2022-10-07T17:41:40.3742487
81916;1588;SUPERVISOR VIGILANCIA;1;2022-10-07T17:41:45.5656226;;0;0; ;2022-10-07T17:41:46.0798672
81917;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:42:00.8316299;2023-05-03T10:42:01.6073282;1;1;240451 ;2022-10-14T15:16:17.3543181
81918;1588;VIGILANTE;1;2022-10-07T17:42:57.5852261;2022-11-14T09:42:46.351072;0;0;238325 ;2022-10-07T17:42:57.8239694
81919;1588;ALMOXARIFE;1;2022-10-07T17:43:21.7953682;2023-01-12T10:52:46.3747402;1;1;240461 ;2022-10-07T17:43:22.109232
81920;1588;VIGILANTE FERISTA;1;2022-10-07T17:44:38.158044;;0;0;338693 ;2022-10-07T17:44:38.3585978
81921;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:45:35.6324613;2023-01-12T10:55:34.7382042;0;0;239824 ;2022-10-14T15:03:32.4743437
81922;1588;VIGILANTE;1;2022-10-07T17:45:52.4675358;2022-10-27T09:34:24.9665794;0;0;235882 ;2022-10-07T17:45:52.6713262
81924;1588;PORTEIRO FERISTA;1;2022-10-07T17:46:38.0342151;2022-11-04T17:47:14.0676999;0;0;236357 ;2022-10-07T17:46:38.3492203
81925;1588;VIGILANTE PARCIAL;1;2022-10-07T17:46:44.0970352;;0;0; ;2022-10-07T17:46:44.3928613
81927;1588;ALMOXARIFE;1;2022-10-07T17:47:19.7601683;;0;0; ;
81928;1588;ALMOXARIFE;1;2022-10-07T17:48:25.2059305;2023-02-14T09:20:58.8482734;1;1;240402 ;2022-10-07T17:48:25.5248902
81929;1588;VIGILANTE;1;2022-10-07T17:49:02.1996362;;0;0;235907 ;2022-10-07T17:49:02.5158006
81930;1588;ALMOXARIFE;1;2022-10-07T17:49:09.0588927;2023-01-17T15:36:07.316608;1;1;237687 ;2022-10-07T17:49:09.3879562
81934;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:49:55.6986652;2023-01-11T15:53:32.9321028;1;1;239828 ;2022-10-14T15:04:26.1960616
81933;1588;VIGILANTE PARCIAL;1;2022-10-07T17:50:24.2176314;2023-09-08T10:18:58.2210417;1;1;334673 ;2022-10-07T17:50:24.601896
81935;1588;ALMOXARIFE;1;2022-10-07T17:50:49.0304094;;0;0; ;
81936;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:51:03.1537483;;0;0;338705 ;2022-10-14T15:19:24.0673712
81937;1588;VIGILANTE;1;2022-10-07T17:51:24.2703143;2022-10-27T09:33:52.584555;0;0;235898 ;2022-10-07T17:51:24.704578
81938;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:51:45.3393055;2023-08-30T10:32:50.307714;0;0;251489 ;2022-10-14T15:17:42.2276322
81939;1588;VIGILANTE FERISTA;1;2022-10-07T17:52:37.5041396;;0;0; ;2022-10-07T17:52:37.685676
81940;1588;VIGILANTE FERISTA;1;2022-10-07T17:52:41.0602478;;0;0; ;2022-10-07T17:52:41.4041066
81941;1588;VIGILANTE PARCIAL;1;2022-10-07T17:52:51.1085053;;0;0;236978 ;2022-10-07T17:52:51.3045526
81942;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:52:51.7553014;;0;0; ;2022-10-14T15:14:16.4686576
81943;1588;VIGILANTE FERISTA;1;2022-10-07T17:53:03.9655141;2023-02-27T16:09:19.0221809;1;1;320991 ;2022-10-07T17:53:04.3388197
81944;1588;ALMOXARIFE;1;2022-10-07T17:53:04.8403144;2023-04-24T10:19:22.1455913;0;0;253437 ;2022-10-07T17:53:05.0876125
81946;1588;SUPERVISOR VIGILANCIA;1;2022-10-07T17:54:58.6156004;2022-10-26T17:22:55.5688752;0;0;236799 ;2022-10-07T17:54:58.7944322
81947;1588;VIGILANTE;1;2022-10-07T17:55:12.2569926;2022-11-12T16:07:15.1508221;0;0;235281 ;2022-10-07T17:55:12.6945215
81948;1588;VIGILANTE FERISTA;1;2022-10-07T17:56:01.2728723;;0;0;338729 ;2022-10-07T17:56:02.3474827
81949;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:56:07.0287337;2023-01-10T17:21:54.9106298;0;0;239920 ;2022-10-14T15:05:05.2291381
81950;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:56:49.7639835;2023-01-12T10:54:36.9745746;0;0;239925 ;2022-10-14T14:41:30.9637043
81951;1588;VIGILANTE;1;2022-10-07T17:56:59.8536972;2022-11-04T10:49:54.8436803;0;0;235927 ;2022-10-07T17:57:00.0614974
81952;1588;ALMOXARIFE;1;2022-10-07T17:57:44.242389;2023-01-12T10:53:41.164169;0;0;240364 ;2022-10-07T17:57:44.5774281
81954;1588;ALMOXARIFE;1;2022-10-07T17:58:50.8227571;;0;0;338745 ;2022-10-07T17:58:51.2564283
81956;1588;VIGILANTE;1;2022-10-07T17:58:55.0542048;2022-10-27T09:38:33.2748677;0;0;235917 ;2022-10-07T17:58:55.2951195
81957;1588;VIGILANTE FERISTA;1;2022-10-07T17:59:24.2190693;;0;0;236891 ;2022-10-07T17:59:25.180207
81958;1588;VIGILANTE INTERMITENTE;1;2022-10-07T17:59:29.1631817;;0;0; ;2022-10-14T15:17:00.582379
81959;1588;OPERADOR DE MONITORAMENTO;1;2022-10-07T18:00:08.7632149;2022-10-26T17:21:45.5479073;0;0;236948 ;2022-10-07T18:00:10.1252495
81961;1588;VIGILANTE;1;2022-10-07T18:03:49.6930552;;0;0;235924 ;2022-10-07T18:03:50.1829541
81962;1588;VIGILANTE;1;2022-10-07T18:03:59.4080466;2022-11-04T10:50:04.2565067;0;0;235930 ;2022-10-07T18:03:59.7799387
81963;1588;VIGILANTE PARCIAL;1;2022-10-07T18:04:03.2917715;;0;0;338753 ;2022-10-07T18:04:03.7175923
81964;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:04:21.32284;2023-08-24T08:51:05.2770901;0;0;251810 ;2022-10-14T15:05:52.1482668
81965;1588;AUXILIAR DE LIMPEZA;1;2022-10-07T18:04:38.4850534;;0;0;237594 ;2022-10-07T18:04:38.6558011
81966;1588;VIGILANTE;1;2022-10-07T18:05:17.4923223;2022-10-31T17:09:24.1349706;0;0;236351 ;2022-10-07T18:05:17.7781124
81967;1588;AUXILIAR ADMINISTRATIVO;1;2022-10-07T18:06:25.3401507;2022-11-03T14:42:56.4791722;0;0;236955 ;2022-10-07T18:06:25.6931201
81968;1588;SERVENTE DE LIMPEZA;1;2022-10-07T18:07:54.361653;;0;0; ;2022-10-07T18:07:54.6545375
81969;1588;VIGILANTE;1;2022-10-07T18:08:24.0869322;2022-10-27T09:41:51.1250679;0;0;235926 ;2022-10-07T18:08:24.5005168
81970;1588;VIGILANTE FERISTA;1;2022-10-07T18:08:33.3942679;;0;0;338764 ;2022-10-07T18:08:33.6180094
81971;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:08:41.6635442;2022-11-05T15:37:55.7873578;0;0;239730 ;2022-10-14T15:12:46.387893
81972;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:09:15.153878;2022-11-29T08:34:06.822015;0;0;239739 ;2022-10-14T15:18:16.0424656
81973;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:09:52.3404203;;0;0;239750 ;2022-10-14T15:18:46.7445123
81974;1588;PORTEIRO;1;2022-10-07T18:10:17.0155161;2023-03-06T15:24:51.4455056;1;1;236280 ;2022-10-07T18:10:17.2314935
81975;1588;SUPERVISOR VIGILANCIA;1;2022-10-07T18:12:04.6866464;2022-12-13T10:40:58.8815308;0;0;236976 ;2022-10-10T08:16:53.932831
81976;1588;VIGILANTE;1;2022-10-07T18:12:25.5678676;2022-10-27T09:35:05.5474953;0;0;235938 ;2022-10-07T18:12:26.0299091
81977;1588;VIGILANTE PARCIAL;1;2022-10-07T18:13:51.7124445;;0;0;321001 ;2022-10-07T18:13:52.0483362
81978;1588;BOMBEIRO CIVIL;1;2022-10-07T18:14:09.1360094;2022-11-14T08:51:35.2155853;0;0;238011 ;2022-10-07T18:14:09.4317317
81979;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:14:58.3445253;;0;0;251576 ;2022-10-14T15:13:21.0243841
81980;1588;VIGILANTE;1;2022-10-07T18:16:16.0295327;2022-10-28T15:31:31.4688936;0;0;236318 ;2022-10-07T18:16:16.3448937
81981;1588;VIGILANTE FERISTA;1;2022-10-07T18:18:40.3427152;2023-02-24T10:44:21.9361856;1;1;311977 ;2022-10-07T18:18:40.6063668
81982;1588;VIGILANTE;1;2022-10-07T18:20:33.7782925;2022-11-14T09:07:06.7094;0;0;236313 ;2022-10-07T18:20:34.1065149
81983;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:21:23.8894767;;0;0;238707 ;2022-10-14T12:18:56.7944146
81984;1588;VIGILANTE;1;2022-10-07T18:21:30.2535951;2022-10-27T16:01:26.2282334;0;0;236302 ;2022-10-07T18:21:30.4365106
81985;1588;VIGILANTE PARCIAL;1;2022-10-07T18:23:24.8146498;2023-02-22T17:34:04.7856837;1;1;334678 ;2022-10-07T18:23:28.8783252
81986;1588;VIGILANTE;1;2022-10-07T18:25:08.8485699;2022-10-27T08:35:49.3149051;0;0;236297 ;2022-10-07T18:25:11.5819805
81987;1588;VIGILANTE;1;2022-10-07T18:26:01.388767;2022-10-20T09:24:44.1618817;0;0;236028 ;2022-10-07T18:26:01.6393046
81988;1588;AUXILIAR DE LIMPEZA;1;2022-10-07T18:27:11.5218317;2022-11-03T12:21:46.9872254;0;0;235946 ;2022-10-07T18:27:11.9366126
81989;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:27:33.2789265;2022-11-14T09:24:20.5584826;0;0;239770 ;2022-10-14T12:20:48.515872
81990;1588;VIGILANTE FERISTA;1;2022-10-07T18:28:40.7894757;;0;0;321012 ;2022-10-07T18:28:42.13436
81991;1588;VIGILANTE;1;2022-10-07T18:29:38.9098359;2022-10-27T08:13:41.6442207;0;0;236233 ;2022-10-07T18:29:39.2927379
81992;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:32:39.5365543;2023-03-20T09:35:04.8829733;0;0;239762 ;2022-10-14T12:22:18.4507094
81993;1588;VIGILANTE;1;2022-10-07T18:33:29.9597666;2022-10-27T08:29:43.0251486;0;0;236217 ;2022-10-07T18:33:30.2913494
81994;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:33:46.2531668;2023-08-24T08:51:40.8464514;0;0;239929 ;2022-10-14T15:07:21.7359791
81995;1588;VIGILANTE FERISTA;1;2022-10-07T18:36:25.8703657;;0;0;334681 ;2022-10-07T18:36:26.5086895
81996;1588;VIGILANTE;1;2022-10-07T18:39:08.1013422;2022-10-27T08:32:23.3103131;0;0;236207 ;2022-10-07T18:39:08.3278865
81998;1588;VIGILANTE INTERMITENTE;1;2022-10-07T18:40:23.5242556;;0;0;239773 ;2022-10-14T12:25:53.8020432
82036;1588;VIGILANTE PARCIAL;1;2022-10-10T07:58:29.5050486;;0;0;338792 ;2022-10-10T07:58:30.1097353
82038;1588;VIGILANTE FERISTA;1;2022-10-10T08:09:56.6765919;2022-10-27T10:36:56.3004523;0;0;237101 ;2022-10-10T08:09:57.0644495
82039;1588;PORTEIRO;1;2022-10-10T08:10:07.0134096;;0;0; ;2022-10-10T08:10:07.2780452
82041;1588;VIGILANTE INTERMITENTE;1;2022-10-10T08:14:12.043123;2023-01-12T10:55:56.4682478;0;0;239795 ;2022-10-14T12:25:08.6683423
82043;1588;VIGILANTE INTERMITENTE;1;2022-10-10T08:20:21.8922365;2022-11-14T09:08:42.3347388;0;0;239977 ;2022-10-14T15:21:41.5028141
82044;1588;VIGILANTE INTERMITENTE;1;2022-10-10T08:22:40.7274574;2023-02-01T18:18:41.2620737;1;1;240386 ;2022-10-14T15:20:15.0484
82045;1588;VIGILANTE PARCIAL;1;2022-10-10T08:24:05.2241962;;0;0;338812 ;2022-10-10T08:24:05.4121393
82047;1588;AUXILIAR DE LIMPEZA;1;2022-10-10T08:24:33.8724986;2022-11-07T17:17:18.1781072;0;0;236732 ;2022-10-10T08:24:34.4746443
82049;1588;AUXILIAR DE LIMPEZA;1;2022-10-10T08:26:51.0575181;;0;0;236768 ;2022-10-10T08:26:51.2403426
82050;1588;VIGILANTE FERISTA;1;2022-10-10T08:28:34.5713287;;0;0;304260 ;2022-10-10T08:28:36.1610864
82051;1588;ALMOXARIFE;1;2022-10-10T08:29:05.8082189;;0;0;338832 ;2022-10-10T08:29:06.0788748
82053;1588;VIGILANTE PARCIAL;1;2022-10-10T08:29:37.7691565;;0;0;338849 ;2022-10-10T08:29:37.9989116
82054;1588;VIGILANTE INTERMITENTE;1;2022-10-10T08:29:44.7213678;2022-11-12T11:45:42.7323832;0;0;239803 ;2022-10-14T12:24:03.4234244
82055;1588;VIGILANTE PARCIAL;1;2022-10-10T08:32:00.35552;2022-11-04T11:44:57.9304369;0;0;236148 ;2022-10-10T08:32:01.9129796
82056;1588;VIGILANTE PARCIAL;1;2022-10-10T08:34:21.3830954;;0;0;338859 ;2022-10-10T08:34:21.6272827
82057;1588;VIGILANTE;1;2022-10-10T08:35:11.5155508;;0;0;235934 ;2022-10-10T08:35:11.7493343
82059;1588;VIGILANTE PARCIAL;1;2022-10-10T08:38:36.7868726;;0;0;338875 ;2022-10-10T08:38:37.0027987
82061;1588;VIGILANTE INTERMITENTE;1;2022-10-10T08:39:53.5123234;2022-11-04T10:51:05.8679468;0;0;239884 ;2022-10-14T12:23:08.3640996
